age,height,income,sex_code,age_code,is_straight,is_gay_bi,is_white,is_asian,is_latin,is_black,is_islander,is_native,is_middle_eastern,is_indian,is_agnostic,is_catholic,is_atheist,is_non_catholic_christian,is_jewish,is_buddhist,is_hindu,is_muslim,high_income,middle_income,low_income,stem_career,health_career,law_career,artistic_career,education_career,business_career,financial_career,has_high_academic_degree,has_graduated,is_studying,has_chubby_body_type,has_fit_body_type,has_thin_body_type,has_average_body_type,eats_anything,eats_vegetarian,eats_vegan,eats_kosher,eats_halal,drinks_code,drugs_code,smokes_code,has_kids,has_no_kids,wants_kids,doesnt_want_kids,has_cats,has_dogs,likes_cats,likes_dogs,dislikes_cats,dislikes_dogs,essay_len,essay_count_words,essay_words_mean_length
24,69.0,20000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,3.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1850,342,4.412280701754386
20,72.0,20000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,1.0,3.0,0,1,0,0,0,0,1,1,0,0,2495,414,5.028985507246377
28,72.0,40000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,2427,415,4.8506024096385545
31,72.0,100000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3.0,0.0,2.0,0,0,0,0,0,0,1,1,0,0,1275,225,4.657777777777778
26,75.0,60000.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2739,466,4.879828326180258
38,64.0,30000.0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.0,0.0,2.0,0,0,0,1,0,0,1,1,0,0,1663,275,5.050909090909091
29,71.0,20000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,4.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,9524,786,11.118320610687023
26,70.0,20000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,3647,653,4.586523736600307
31,72.0,20000.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.0,1.0,0.0,0,0,0,0,0,0,1,1,0,0,422,71,4.929577464788732
34,71.0,60000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,5034,688,6.318313953488372
23,73.0,20000.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,2297,399,4.7593984962406015
25,65.0,50000.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,3776,674,4.600890207715134
21,63.0,20000.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2.0,1.0,4.0,0,1,0,0,0,0,0,1,0,0,228,40,4.575
27,71.0,30000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1416,250,4.668
30,62.0,40000.0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,212,40,4.1
38,67.0,30000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,1.0,4.0,0,0,0,1,0,0,0,0,0,0,1028,207,3.971014492753623
28,71.0,20000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,2376,286,7.311188811188811
23,69.0,20000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2.0,0.0,3.0,0,0,0,0,0,1,1,0,1,0,9,0,0.0
21,68.0,20000.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,0,1,1,0,1,1,0,0,0,0,4299,758,4.672823218997362
46,70.0,30000.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,2739,486,4.637860082304527
30,61.0,100000.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1118,187,4.983957219251337
45,72.0,100000.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2.0,0.0,4.0,1,0,0,0,0,0,1,1,0,0,3756,700,4.367142857142857
25,68.0,20000.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1668,312,4.3493589743589745
30,70.0,80000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,2439,426,4.727699530516432
46,68.0,1000000.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,613,111,4.531531531531532
18,71.0,20000.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1.0,2.0,3.0,0,1,0,1,1,1,0,0,0,0,2755,464,4.939655172413793
59,73.0,100000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,555,109,4.045871559633028
24,79.0,20000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1734,314,4.525477707006369
36,66.0,30000.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,891,163,4.47239263803681
26,76.0,50000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,637,123,4.138211382113822
25,72.0,80000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,247,49,3.938775510204082
21,64.0,20000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2.0,0.0,3.0,0,0,0,0,1,1,0,0,0,0,1246,236,4.283898305084746
21,64.0,20000.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2.0,0.0,3.0,0,1,1,0,1,1,0,0,0,0,947,183,4.174863387978142
43,67.0,30000.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1620,274,4.912408759124087
39,67.0,40000.0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,3541,642,4.515576323987539
26,64.0,80000.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0,273,50,4.48
23,66.0,20000.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0,1.0,0.0,0,1,1,0,0,0,1,1,0,0,3446,648,4.319444444444445
33,73.0,80000.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,1269,147,7.639455782312925
22,65.0,20000.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.0,2.0,4.0,0,1,0,0,0,1,0,0,0,0,516,103,4.0
46,65.0,50000.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3252,588,4.532312925170068
54,73.0,150000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,855,163,4.2024539877300615
41,69.0,150000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,1347,225,4.986666666666666
33,71.0,100000.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2.0,0.0,0.0,0,1,0,0,0,0,1,1,0,0,6628,1039,5.380173243503369
38,72.0,50000.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,2007,363,4.53168044077135
28,67.0,50000.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,414,79,4.215189873417722
23,68.0,20000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2.0,1.0,3.0,0,0,0,0,0,0,1,1,0,0,2888,539,4.359925788497217
23,67.0,20000.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,1935,353,4.473087818696884
33,71.0,100000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1907,349,4.467048710601719
30,72.0,100000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,4056,790,4.135443037974683
22,72.0,40000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,878,158,4.525316455696203
19,71.0,1000000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.0,0,0,1,0,0,1,0,0,0,0,405,76,4.2894736842105265
23,64.0,20000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,2.0,1.0,4.0,0,1,1,0,0,0,0,0,0,0,179,35,3.9714285714285715
31,74.0,150000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2514,439,4.7266514806378135
22,69.0,40000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,52,7,5.571428571428571
25,73.0,50000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2.0,0.0,3.0,0,1,1,0,0,0,0,1,0,0,209,36,4.666666666666667
20,76.0,150000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2.0,0.0,0.0,0,1,1,0,0,0,1,1,0,0,869,154,4.603896103896104
49,71.0,150000.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,1406,245,4.742857142857143
26,66.0,20000.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,1364,250,4.46
52,67.0,150000.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.0,0.0,0.0,1,0,0,0,1,1,0,0,0,0,1600,280,4.696428571428571
43,66.0,70000.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,2962,549,4.397085610200365
35,67.0,20000.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,739,129,4.736434108527132
26,73.0,1000000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,2911,543,4.362799263351749
24,68.0,30000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,72,14,4.214285714285714
21,72.0,20000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,1285,223,4.766816143497758
29,70.0,30000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1711,298,4.73489932885906
35,62.0,30000.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.0,0.0,3.0,1,0,0,0,0,0,1,1,1,0,296,54,4.407407407407407
34,70.0,40000.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0.0,4.0,0,0,0,0,0,0,1,1,0,0,1889,323,4.851393188854489
25,71.0,30000.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,4215,796,4.296482412060302
28,69.0,40000.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,3372,584,4.7756849315068495
29,69.0,20000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.0,0.0,2.0,0,0,0,0,0,0,1,1,0,0,1066,178,4.99438202247191
31,72.0,100000.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.0,0.0,2.0,0,0,0,0,1,0,0,1,0,0,1681,282,4.964539007092198
20,75.0,20000.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,659,127,4.196850393700787
29,67.0,1000000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,3404,584,4.830479452054795
68,73.0,150000.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,3091,559,4.511627906976744
54,68.0,100000.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,2929,518,4.656370656370656
21,73.0,30000.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,508,100,4.08
24,71.0,70000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,2167,384,4.640625
32,65.0,20000.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9058,1641,4.52041438147471
29,70.0,80000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1221,243,4.016460905349795
38,70.0,20000.0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,0,0,10280,1256,7.185509554140127
28,68.0,150000.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2.0,0.0,0.0,0,1,0,0,0,0,1,1,0,0,3425,578,4.927335640138408
28,67.0,100000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,9,0,0.0
28,63.0,80000.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1478,273,4.413919413919414
20,69.0,1000000.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2.0,0.0,4.0,0,0,0,0,0,0,1,1,1,0,731,158,3.632911392405063
41,67.0,80000.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,2312,415,4.5686746987951805
27,67.0,30000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2.0,1.0,0.0,0,0,0,0,0,1,1,0,0,0,3768,705,4.346099290780142
27,72.0,20000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3.0,1.0,3.0,0,0,0,0,0,0,1,1,0,0,9,0,0.0
27,67.0,30000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2.0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,555,91,5.1098901098901095
26,69.0,40000.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,880,148,4.952702702702703
33,68.0,60000.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0.0,3.0,0,0,0,0,1,1,0,0,0,0,2489,441,4.64625850340136
37,70.0,40000.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2.0,1.0,2.0,0,1,0,1,0,0,1,1,0,0,7287,1222,4.9639934533551555
27,64.0,30000.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,0.0,3.0,0,1,0,1,1,0,0,1,0,1,8631,1213,6.116240725474031
32,70.0,150000.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,23,4,2.75
21,72.0,20000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,644,114,4.657894736842105
19,67.0,1000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,48,6,5.666666666666667
27,73.0,30000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,704,134,4.2611940298507465
60,68.0,100000.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1789,328,4.4573170731707314
